지역명,규모구분,연도,월,분양가격(제곱미터)
부산,전용면적 102제곱미터초과,2020,4,4322
대구,모든면적,2020,4,4576
대구,전용면적 60제곱미터이하,2020,4,4410
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,4,4575
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,4,4060
대구,전용면적 102제곱미터초과,2020,4,5112
광주,모든면적,2020,4,3844
광주,전용면적 60제곱미터이하,2020,4,3924
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3863
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
광주,전용면적 102제곱미터초과,2020,4,4310
대전,모든면적,2020,4,3356
대전,전용면적 60제곱미터이하,2020,4,3375
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3363
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
대전,전용면적 102제곱미터초과,2020,4,
울산,모든면적,2020,4,3143
울산,전용면적 60제곱미터이하,2020,4,3399
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3114
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
울산,전용면적 102제곱미터초과,2020,4,
세종,모든면적,2020,4,
세종,전용면적 60제곱미터이하,2020,4,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,4,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
세종,전용면적 102제곱미터초과,2020,4,
강원,모든면적,2020,4,2639
강원,전용면적 60제곱미터이하,2020,4,2633
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2592
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
강원,전용면적 102제곱미터초과,2020,4,4208
충북,모든면적,2020,4,2400
충북,전용면적 60제곱미터이하,2020,4,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2390
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,4,2634
충북,전용면적 102제곱미터초과,2020,4,2756
충남,모든면적,2020,4,2639
충남,전용면적 60제곱미터이하,2020,4,2500
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2671
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,4,3201
충남,전용면적 102제곱미터초과,2020,4,2835
전북,모든면적,2020,4,2503
전북,전용면적 60제곱미터이하,2020,4,2623
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2509
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,4,3011
전북,전용면적 102제곱미터초과,2020,4,2780
전남,모든면적,2020,4,2591
전남,전용면적 60제곱미터이하,2020,4,2689
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2585
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,4,3005
전남,전용면적 102제곱미터초과,2020,4,3632
경북,모든면적,2020,4,2669
경북,전용면적 60제곱미터이하,2020,4,2711
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2662
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
경북,전용면적 102제곱미터초과,2020,4,2756
경남,모든면적,2020,4,3153
경남,전용면적 60제곱미터이하,2020,4,2857
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3159
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,4,3246
경남,전용면적 102제곱미터초과,2020,4,
제주,모든면적,2020,4,4085
제주,전용면적 60제곱미터이하,2020,4,4039
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,4,4091
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
제주,전용면적 102제곱미터초과,2020,4,
서울,모든면적,2020,5,8191
서울,전용면적 60제곱미터이하,2020,5,8432
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,5,8316
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,5,11018
서울,전용면적 102제곱미터초과,2020,5,9406
인천,모든면적,2020,5,4345
인천,전용면적 60제곱미터이하,2020,5,4211
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4408
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4882
인천,전용면적 102제곱미터초과,2020,5,5008
경기,모든면적,2020,5,4225
경기,전용면적 60제곱미터이하,2020,5,4326
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4205
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4455
경기,전용면적 102제곱미터초과,2020,5,4381
부산,모든면적,2020,5,4022
부산,전용면적 60제곱미터이하,2020,5,3976
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4047
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4372
부산,전용면적 102제곱미터초과,2020,5,4218
대구,모든면적,2020,5,4647
대구,전용면적 60제곱미터이하,2020,5,4425
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4644
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4871
대구,전용면적 102제곱미터초과,2020,5,4860
광주,모든면적,2020,5,3833
광주,전용면적 60제곱미터이하,2020,5,3924
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,5,3840
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4610
광주,전용면적 102제곱미터초과,2020,5,4128
대전,모든면적,2020,5,3336
대전,전용면적 60제곱미터이하,2020,5,3361
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,5,3345
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
대전,전용면적 102제곱미터초과,2020,5,
울산,모든면적,2020,5,3324
울산,전용면적 60제곱미터이하,2020,5,3510
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,5,3282
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
울산,전용면적 102제곱미터초과,2020,5,4530
세종,모든면적,2020,5,
세종,전용면적 60제곱미터이하,2020,5,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,5,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
세종,전용면적 102제곱미터초과,2020,5,
강원,모든면적,2020,5,2662
강원,전용면적 60제곱미터이하,2020,5,2649
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2596
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
강원,전용면적 102제곱미터초과,2020,5,4208
충북,모든면적,2020,5,2405
충북,전용면적 60제곱미터이하,2020,5,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2392
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,5,2739
충북,전용면적 102제곱미터초과,2020,5,2818
충남,모든면적,2020,5,2647
충남,전용면적 60제곱미터이하,2020,5,2513
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2675
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,5,3201
충남,전용면적 102제곱미터초과,2020,5,2835
전북,모든면적,2020,5,2480
전북,전용면적 60제곱미터이하,2020,5,2572
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2469
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,5,3011
전북,전용면적 102제곱미터초과,2020,5,2780
전남,모든면적,2020,5,2599
전남,전용면적 60제곱미터이하,2020,5,2689
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2594
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,5,3005
전남,전용면적 102제곱미터초과,2020,5,3632
경북,모든면적,2020,5,2669
경북,전용면적 60제곱미터이하,2020,5,2711
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2662
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
경북,전용면적 102제곱미터초과,2020,5,2756
경남,모든면적,2020,5,3021
경남,전용면적 60제곱미터이하,2020,5,2797
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,5,3026
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4939
경남,전용면적 102제곱미터초과,2020,5,
제주,모든면적,2020,5,4516
제주,전용면적 60제곱미터이하,2020,5,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4522
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
제주,전용면적 102제곱미터초과,2020,5,
서울,모든면적,2020,6,8351
서울,전용면적 60제곱미터이하,2020,6,8572
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,6,8576
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,6,12587
서울,전용면적 102제곱미터초과,2020,6,9407
인천,모든면적,2020,6,4443
인천,전용면적 60제곱미터이하,2020,6,4316
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4576
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4915
인천,전용면적 102제곱미터초과,2020,6,5012
경기,모든면적,2020,6,4117
경기,전용면적 60제곱미터이하,2020,6,4258
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4094
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4481
경기,전용면적 102제곱미터초과,2020,6,4536
부산,모든면적,2020,6,4022
부산,전용면적 60제곱미터이하,2020,6,3975
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4042
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4154
부산,전용면적 102제곱미터초과,2020,6,4131
대구,모든면적,2020,6,4598
대구,전용면적 60제곱미터이하,2020,6,4413
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4593
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4871
대구,전용면적 102제곱미터초과,2020,6,4827
광주,모든면적,2020,6,3818
광주,전용면적 60제곱미터이하,2020,6,3924
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,6,3822
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4610
광주,전용면적 102제곱미터초과,2020,6,4281
대전,모든면적,2020,6,3408
대전,전용면적 60제곱미터이하,2020,6,3384
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,6,3428
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
대전,전용면적 102제곱미터초과,2020,6,
울산,모든면적,2020,6,3749
울산,전용면적 60제곱미터이하,2020,6,3854
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,6,3735
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
울산,전용면적 102제곱미터초과,2020,6,4530
세종,모든면적,2020,6,
세종,전용면적 60제곱미터이하,2020,6,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,6,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
세종,전용면적 102제곱미터초과,2020,6,
강원,모든면적,2020,6,2753
강원,전용면적 60제곱미터이하,2020,6,2649
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2669
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
강원,전용면적 102제곱미터초과,2020,6,4208
충북,모든면적,2020,6,2409
충북,전용면적 60제곱미터이하,2020,6,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2399
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,6,2739
충북,전용면적 102제곱미터초과,2020,6,2818
충남,모든면적,2020,6,2681
충남,전용면적 60제곱미터이하,2020,6,2520
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2717
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,6,3201
충남,전용면적 102제곱미터초과,2020,6,2835
전북,모든면적,2020,6,2503
전북,전용면적 60제곱미터이하,2020,6,2572
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2521
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,6,2710
전북,전용면적 102제곱미터초과,2020,6,2701
전남,모든면적,2020,6,2596
전남,전용면적 60제곱미터이하,2020,6,2689
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2592
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,6,3005
전남,전용면적 102제곱미터초과,2020,6,3725
경북,모든면적,2020,6,2669
경북,전용면적 60제곱미터이하,2020,6,2711
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2662
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
경북,전용면적 102제곱미터초과,2020,6,2756
경남,모든면적,2020,6,3130
경남,전용면적 60제곱미터이하,2020,6,2848
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,6,3122
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4939
경남,전용면적 102제곱미터초과,2020,6,
제주,모든면적,2020,6,4522
제주,전용면적 60제곱미터이하,2020,6,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4536
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
제주,전용면적 102제곱미터초과,2020,6,
서울,모든면적,2020,7,8110
서울,전용면적 60제곱미터이하,2020,7,8274
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,7,8049
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,7,9938
서울,전용면적 102제곱미터초과,2020,7,8705
인천,모든면적,2020,7,4435
인천,전용면적 60제곱미터이하,2020,7,4309
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,7,4553
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,7,4902
인천,전용면적 102제곱미터초과,2020,7,4615
경기,모든면적,2020,7,4340
경기,전용면적 60제곱미터이하,2020,7,4279
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,7,4315
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,7,4682
경기,전용면적 102제곱미터초과,2020,7,4342
부산,모든면적,2020,7,4081
부산,전용면적 60제곱미터이하,2020,7,3955
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,7,4112
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,7,4107
부산,전용면적 102제곱미터초과,2020,7,4135
대구,모든면적,2020,7,4640
대구,전용면적 60제곱미터이하,2020,7,4559
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,7,4640
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,7,4896
대구,전용면적 102제곱미터초과,2020,7,4814
광주,모든면적,2020,7,3845
광주,전용면적 60제곱미터이하,2020,7,4011
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,7,3843
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,7,4610
광주,전용면적 102제곱미터초과,2020,7,4568
대전,모든면적,2020,7,3349
대전,전용면적 60제곱미터이하,2020,7,3330
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,7,3357
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,7,
대전,전용면적 102제곱미터초과,2020,7,
울산,모든면적,2020,7,3876
울산,전용면적 60제곱미터이하,2020,7,3865
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,7,3883
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,7,
울산,전용면적 102제곱미터초과,2020,7,4530
세종,모든면적,2020,7,
세종,전용면적 60제곱미터이하,2020,7,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,7,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,7,
세종,전용면적 102제곱미터초과,2020,7,
강원,모든면적,2020,7,2866
강원,전용면적 60제곱미터이하,2020,7,2957
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,7,2925
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,7,2743
강원,전용면적 102제곱미터초과,2020,7,4112
충북,모든면적,2020,7,2409
충북,전용면적 60제곱미터이하,2020,7,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,7,2399
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,7,2739
충북,전용면적 102제곱미터초과,2020,7,2818
충남,모든면적,2020,7,2708
충남,전용면적 60제곱미터이하,2020,7,2467
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,7,2741
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,7,3163
충남,전용면적 102제곱미터초과,2020,7,2833
전북,모든면적,2020,7,2482
전북,전용면적 60제곱미터이하,2020,7,2572
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,7,2503
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,7,2710
전북,전용면적 102제곱미터초과,2020,7,2703
전남,모든면적,2020,7,2592
전남,전용면적 60제곱미터이하,2020,7,2766
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,7,2586
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,7,3005
전남,전용면적 102제곱미터초과,2020,7,3632
경북,모든면적,2020,7,2953
경북,전용면적 60제곱미터이하,2020,7,3394
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,7,2942
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,7,
경북,전용면적 102제곱미터초과,2020,7,2756
경남,모든면적,2020,7,3114
경남,전용면적 60제곱미터이하,2020,7,2966
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,7,3109
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,7,4939
경남,전용면적 102제곱미터초과,2020,7,2918
제주,모든면적,2020,7,4648
제주,전용면적 60제곱미터이하,2020,7,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,7,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,7,
제주,전용면적 102제곱미터초과,2020,7,
서울,모든면적,2020,8,8098
서울,전용면적 60제곱미터이하,2020,8,8258
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,8,8044
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,8,9938
서울,전용면적 102제곱미터초과,2020,8,8705
인천,모든면적,2020,8,4642
인천,전용면적 60제곱미터이하,2020,8,4526
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,8,4617
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,8,4902
인천,전용면적 102제곱미터초과,2020,8,4692
경기,모든면적,2020,8,4234
경기,전용면적 60제곱미터이하,2020,8,4108
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,8,4326
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,8,4732
경기,전용면적 102제곱미터초과,2020,8,4282
부산,모든면적,2020,8,4020
부산,전용면적 60제곱미터이하,2020,8,3883
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,8,4054
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,8,3940
부산,전용면적 102제곱미터초과,2020,8,4020
대구,모든면적,2020,8,4634
대구,전용면적 60제곱미터이하,2020,8,4593
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,8,4629
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,8,4896
대구,전용면적 102제곱미터초과,2020,8,4813
광주,모든면적,2020,8,3694
광주,전용면적 60제곱미터이하,2020,8,3794
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,8,3692
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,8,4610
광주,전용면적 102제곱미터초과,2020,8,4568
대전,모든면적,2020,8,3328
대전,전용면적 60제곱미터이하,2020,8,3330
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,8,3330
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,8,
대전,전용면적 102제곱미터초과,2020,8,
울산,모든면적,2020,8,4135
울산,전용면적 60제곱미터이하,2020,8,4195
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,8,4121
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,8,
울산,전용면적 102제곱미터초과,2020,8,4530
세종,모든면적,2020,8,
세종,전용면적 60제곱미터이하,2020,8,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,8,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,8,
세종,전용면적 102제곱미터초과,2020,8,
강원,모든면적,2020,8,2990
강원,전용면적 60제곱미터이하,2020,8,3112
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,8,2925
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,8,2743
강원,전용면적 102제곱미터초과,2020,8,4112
충북,모든면적,2020,8,2403
충북,전용면적 60제곱미터이하,2020,8,2398
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,8,2399
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,8,2739
충북,전용면적 102제곱미터초과,2020,8,2818
충남,모든면적,2020,8,2711
충남,전용면적 60제곱미터이하,2020,8,2444
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,8,2739
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,8,3163
충남,전용면적 102제곱미터초과,2020,8,
전북,모든면적,2020,8,2482
전북,전용면적 60제곱미터이하,2020,8,2572
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,8,2503
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,8,2710
전북,전용면적 102제곱미터초과,2020,8,2703
전남,모든면적,2020,8,2689
전남,전용면적 60제곱미터이하,2020,8,
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,8,2680
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,8,3021
전남,전용면적 102제곱미터초과,2020,8,3633
경북,모든면적,2020,8,3096
경북,전용면적 60제곱미터이하,2020,8,4076
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,8,3083
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,8,
경북,전용면적 102제곱미터초과,2020,8,
경남,모든면적,2020,8,3114
경남,전용면적 60제곱미터이하,2020,8,2966
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,8,3109
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,8,4939
경남,전용면적 102제곱미터초과,2020,8,2918
제주,모든면적,2020,8,4648
제주,전용면적 60제곱미터이하,2020,8,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,8,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,8,
제주,전용면적 102제곱미터초과,2020,8,
서울,모든면적,2020,9,8114
서울,전용면적 60제곱미터이하,2020,9,8291
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,9,8035
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,9,9938
서울,전용면적 102제곱미터초과,2020,9,8703
인천,모든면적,2020,9,4642
인천,전용면적 60제곱미터이하,2020,9,4526
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4617
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,9,4902
인천,전용면적 102제곱미터초과,2020,9,4692
경기,모든면적,2020,9,4272
경기,전용면적 60제곱미터이하,2020,9,4124
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4366
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,9,4732
경기,전용면적 102제곱미터초과,2020,9,4393
부산,모든면적,2020,9,4020
부산,전용면적 60제곱미터이하,2020,9,3891
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4051
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,9,3940
부산,전용면적 102제곱미터초과,2020,9,4020
대구,모든면적,2020,9,4644
대구,전용면적 60제곱미터이하,2020,9,4593
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4639
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,9,4899
대구,전용면적 102제곱미터초과,2020,9,4810
광주,모든면적,2020,9,3722
광주,전용면적 60제곱미터이하,2020,9,3900
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3723
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,9,4610
광주,전용면적 102제곱미터초과,2020,9,4615
대전,모든면적,2020,9,3281
대전,전용면적 60제곱미터이하,2020,9,3167
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3307
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,9,
대전,전용면적 102제곱미터초과,2020,9,
울산,모든면적,2020,9,4162
울산,전용면적 60제곱미터이하,2020,9,4231
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4141
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,9,
울산,전용면적 102제곱미터초과,2020,9,4530
세종,모든면적,2020,9,
세종,전용면적 60제곱미터이하,2020,9,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,9,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,9,
세종,전용면적 102제곱미터초과,2020,9,
강원,모든면적,2020,9,3128
강원,전용면적 60제곱미터이하,2020,9,3355
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3208
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,9,2743
강원,전용면적 102제곱미터초과,2020,9,3936
충북,모든면적,2020,9,2394
충북,전용면적 60제곱미터이하,2020,9,2388
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,9,2397
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,9,2739
충북,전용면적 102제곱미터초과,2020,9,2818
충남,모든면적,2020,9,2732
충남,전용면적 60제곱미터이하,2020,9,2579
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,9,2755
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,9,3163
충남,전용면적 102제곱미터초과,2020,9,
전북,모든면적,2020,9,2518
전북,전용면적 60제곱미터이하,2020,9,2596
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,9,2535
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,9,2710
전북,전용면적 102제곱미터초과,2020,9,2703
전남,모든면적,2020,9,2683
전남,전용면적 60제곱미터이하,2020,9,
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,9,2672
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,9,3021
전남,전용면적 102제곱미터초과,2020,9,3633
경북,모든면적,2020,9,3096
경북,전용면적 60제곱미터이하,2020,9,4076
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3083
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,9,
경북,전용면적 102제곱미터초과,2020,9,
경남,모든면적,2020,9,3114
경남,전용면적 60제곱미터이하,2020,9,2966
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,9,3109
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,9,4939
경남,전용면적 102제곱미터초과,2020,9,2918
제주,모든면적,2020,9,4648
제주,전용면적 60제곱미터이하,2020,9,4363
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,9,4660
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,9,
제주,전용면적 102제곱미터초과,2020,9,
서울,모든면적,2020,10,8079
서울,전용면적 60제곱미터이하,2020,10,8247
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,10,8013
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,10,9938
서울,전용면적 102제곱미터초과,2020,10,8677
인천,모든면적,2020,10,4720
인천,전용면적 60제곱미터이하,2020,10,4594
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4669
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4914
인천,전용면적 102제곱미터초과,2020,10,4818
경기,모든면적,2020,10,4346
경기,전용면적 60제곱미터이하,2020,10,4127
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4366
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4751
경기,전용면적 102제곱미터초과,2020,10,4872
부산,모든면적,2020,10,3974
부산,전용면적 60제곱미터이하,2020,10,3967
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3966
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,10,3799
부산,전용면적 102제곱미터초과,2020,10,3887
대구,모든면적,2020,10,4668
대구,전용면적 60제곱미터이하,2020,10,4608
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,10,4661
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4899
대구,전용면적 102제곱미터초과,2020,10,4869
광주,모든면적,2020,10,3722
광주,전용면적 60제곱미터이하,2020,10,3900
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3723
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,10,4610
광주,전용면적 102제곱미터초과,2020,10,4615
대전,모든면적,2020,10,3206
대전,전용면적 60제곱미터이하,2020,10,3061
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,10,3228
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,10,
대전,전용면적 102제곱미터초과,2020,10,
울산,모든면적,2020,10,4183
울산,전용면적 60제곱미터이하,2020,10,4240
